claim_id,customer_age,gender,occupation,policy_state,policy_type,policy_tenure_months,annual_premium,deductible,num_prior_claims,vehicle_make,vehicle_age,incident_type,incident_severity,incident_hour,incident_weekday,authorities_contacted,witnesses,police_report_filed,days_policy_to_incident,claim_amount,is_fraud
CLM100179,46,M,Professional,TN,Comprehensive,58,23348.24,10000,1,Mahindra,3,Collision,Major Damage,22,6,None,1.0,0,1715,61462.34,0
CLM100180,71,M,Retired,DL,Comprehensive,22,17519.08,5000,0,Toyota,7,Natural Calamity,Minor Damage,22,1,Police,1.0,0,284,51988.46,0
CLM100181,26,F,Professional,WB,Comprehensive,8,21728.94,10000,2,Honda,10,Theft,Major Damage,21,6,Ambulance,0.0,1,60,19256.7,0
CLM100182,46,F,Professional,WB,Own Damage,32,19023.73,5000,1,Tata,2,Collision,Minor Damage,17,4,None,2.0,0,423,30464.77,0
CLM100183,57,M,Professional,TN,Third Party,22,17784.58,5000,0,Mahindra,14,Collision,Minor Damage,20,4,Ambulance,3.0,1,641,11519.26,0
CLM100184,46,M,Professional,GJ,Own Damage,28,13937.48,1000,1,Kia,4,Collision,Total Loss,3,2,Police,1.0,0,91,315538.21,1
CLM100185,43,M,Retired,KA,Comprehensive,42,12239.82,2500,1,Honda,0,Natural Calamity,Major Damage,22,6,Police,0.0,1,649,123471.41,0
CLM100186,27,M,Student,GJ,Third Party,16,10002.01,1000,1,Toyota,7,Vandalism,Minor Damage,11,6,Ambulance,3.0,1,381,23456.96,0
CLM100187,39,M,Professional,DL,Third Party,14,29300.08,10000,2,Honda,6,Fire,Major Damage,21,3,Police,1.0,1,335,45330.51,0
CLM100188,31,F,Professional,KA,Comprehensive,110,21825.48,2500,1,Kia,8,Theft,Trivial Damage,3,5,,1.0,1,757,10774.36,1
CLM100189,35,F,Self-Employed,GJ,Comprehensive,32,13467.62,1000,0,Honda,0,Collision,Minor Damage,4,5,Fire,2.0,0,500,33109.2,0
CLM100190,56,F,Professional,WB,Third Party,47,9652.62,2500,2,Maruti,5,Theft,Major Damage,8,6,Police,1.0,1,1205,71332.41,0
CLM100191,53,F,Retired,DL,Own Damage,40,19074.62,2500,0,Tata,1,Collision,Major Damage,5,4,None,,1,942,119124.51,0
CLM100192,52,M,Self-Employed,GJ,Third Party,47,14099.4,10000,1,Mahindra,3,Collision,Total Loss,14,0,Ambulance,3.0,1,518,246800.19,0
CLM100193,38,F,Student,TN,Comprehensive,29,22329.08,2500,0,Hyundai,10,Natural Calamity,Minor Damage,1,2,None,1.0,1,236,8433.22,0
CLM100194,72,M,Student,WB,Comprehensive,44,11484.92,5000,0,Mahindra,12,Theft,Minor Damage,18,3,Police,0.0,0,694,13450.62,0
CLM100195,22,M,Retired,KA,Comprehensive,13,13302.06,5000,0,Tata,10,Collision,Trivial Damage,0,5,Police,1.0,1,298,9596.3,0
CLM100196,37,M,Self-Employed,DL,Own Damage,4,14593.27,5000,0,Mahindra,7,Theft,Minor Damage,23,5,None,2.0,1,69,17898.12,0
CLM100197,24,M,Professional,TN,Comprehensive,10,20168.78,1000,0,Honda,11,Natural Calamity,Trivial Damage,3,5,Police,0.0,1,50,5778.92,0
CLM100198,37,M,Self-Employed,GJ,Comprehensive,20,12536.39,1000,0,Maruti,3,Natural Calamity,Major Damage,3,0,Other,2.0,0,216,55166.25,0
CLM100199,72,F,Self-Employed,KA,Comprehensive,18,19174.68,5000,0,Tata,14,Collision,Trivial Damage,10,1,Other,1.0,1,469,3818.93,0
CLM100200,38,M,Salaried,GJ,Third Party,22,10120.92,5000,0,Tata,12,Collision,Major Damage,20,3,Police,,0,454,20598.46,0
CLM100201,69,F,Retired,WB,Third Party,12,15323.48,1000,0,Tata,0,Fire,Minor Damage,13,2,Ambulance,2.0,0,154,38286.05,0
CLM100202,46,M,Student,DL,Third Party,2,27442.31,1000,2,Mahindra,12,Collision,Trivial Damage,1,6,Police,0.0,0,59,7841.62,1
CLM100203,57,F,Student,MH,Comprehensive,16,33005.17,5000,0,Mahindra,11,Natural Calamity,Minor Damage,8,5,Other,0.0,1,199,27443.97,0
CLM100204,44,M,Self-Employed,TN,Comprehensive,6,23963.88,1000,1,Maruti,1,Collision,Trivial Damage,23,6,Police,1.0,1,176,6815.35,0
CLM100205,33,M,Professional,GJ,Comprehensive,22,9605.59,2500,2,Maruti,4,Collision,Minor Damage,11,2,None,0.0,1,570,34186.49,1
CLM100206,61,F,Self-Employed,WB,Own Damage,30,14796.23,10000,0,Toyota,14,Collision,Major Damage,21,0,Police,0.0,1,382,30787.45,0
CLM100207,73,M,Salaried,TN,Comprehensive,16,15497.48,5000,1,Toyota,12,Natural Calamity,Minor Damage,6,2,Police,0.0,1,169,11652.51,0
CLM100208,33,M,Student,KA,Comprehensive,8,22615.8,1000,0,Tata,11,Theft,Trivial Damage,21,0,Police,2.0,1,27,7762.78,0
CLM100209,62,M,Self-Employed,GJ,Comprehensive,23,16365.18,10000,1,Hyundai,12,Theft,Major Damage,4,5,Police,2.0,1,648,26589.76,0
CLM100210,32,M,Salaried,DL,Third Party,114,11285.2,1000,0,Kia,8,Collision,Trivial Damage,10,5,None,1.0,1,1526,4359.77,0
CLM100211,58,F,Salaried,DL,Comprehensive,32,24135.36,5000,0,Kia,3,Theft,Trivial Damage,16,3,Ambulance,1.0,0,616,6648.61,0
CLM100212,62,M,Self-Employed,TN,Third Party,34,30972.82,1000,0,Honda,10,Theft,Minor Damage,5,6,Police,3.0,1,120,15287.91,0
CLM100213,43,M,Retired,WB,Comprehensive,14,21124.41,1000,1,Hyundai,12,Collision,Minor Damage,6,3,None,0.0,1,380,16387.35,1
CLM100214,60,M,Retired,WB,Comprehensive,11,12371.22,1000,0,Mahindra,8,Collision,Minor Damage,2,0,Police,1.0,0,50,13392.13,0
CLM100215,33,M,Retired,GJ,Comprehensive,48,34569.01,2500,1,Maruti,0,Collision,Total Loss,0,2,Fire,2.0,0,602,1017305.72,0
CLM100216,22,F,Self-Employed,WB,Own Damage,1,21945.27,2500,0,Tata,13,Fire,Major Damage,20,4,None,0.0,1,5,25027.59,0
CLM100217,23,F,Retired,GJ,Third Party,12,20410.37,5000,1,Mahindra,15,Natural Calamity,Major Damage,5,4,Police,1.0,1,222,31591.01,0
CLM100218,43,F,Professional,KA,Third Party,67,30321.79,1000,2,Kia,3,Collision,Minor Damage,5,3,Police,1.0,0,333,16921.72,0
CLM100219,69,F,Professional,WB,Own Damage,21,22208.85,10000,1,Mahindra,12,Collision,Minor Damage,19,3,Police,1.0,1,419,29276.4,0
CLM100220,25,M,Salaried,GJ,Third Party,5,15001.48,1000,0,Mahindra,15,Theft,Minor Damage,12,3,Fire,0.0,0,35,12896.83,0
CLM100221,43,F,Student,KA,Comprehensive,31,28490.65,1000,3,Toyota,8,Theft,Minor Damage,10,6,Fire,0.0,1,113,11075.87,0
CLM100222,58,F,Salaried,TN,Comprehensive,16,11599.35,1000,0,Mahindra,2,Collision,Minor Damage,13,0,None,1.0,1,89,33289.6,0
CLM100223,29,M,Student,MH,Comprehensive,3,12204.82,2500,1,Kia,10,Collision,Total Loss,13,5,Ambulance,2.0,1,85,72238.86,0
CLM100224,59,M,Self-Employed,DL,Comprehensive,26,13071.03,10000,2,Mahindra,12,Collision,Trivial Damage,1,3,Police,1.0,1,568,7351.4,1
CLM100225,35,M,Professional,GJ,Own Damage,23,16565.03,1000,0,Toyota,12,Collision,Minor Damage,22,0,,1.0,1,618,6473.48,0
CLM100226,64,M,Retired,WB,Third Party,22,17516.76,1000,0,Hyundai,2,Collision,Minor Damage,16,3,Police,0.0,1,545,42794.18,0
CLM100227,51,M,Retired,MH,Comprehensive,32,14644.63,1000,0,Toyota,8,Collision,Major Damage,0,4,Ambulance,3.0,0,395,35414.36,0
CLM100228,49,M,Retired,MH,Third Party,7,14910.63,5000,1,Maruti,4,Collision,Trivial Damage,6,5,None,0.0,1,76,4945.22,0
CLM100229,28,M,Student,KA,Comprehensive,28,17861.39,2500,0,Maruti,0,Collision,Trivial Damage,21,6,Fire,0.0,1,140,18918.22,0
CLM100230,44,M,Retired,GJ,Comprehensive,25,11606.03,2500,0,Hyundai,3,Collision,Minor Damage,0,4,None,,1,662,12279.43,0
CLM100231,66,F,Student,GJ,Comprehensive,47,19675.99,2500,0,Honda,11,Vandalism,Minor Damage,15,1,Ambulance,0.0,1,932,22531.92,0
CLM100232,19,F,Retired,TN,Comprehensive,11,8651.43,2500,1,Maruti,1,Theft,Major Damage,8,1,Police,4.0,0,212,89531.05,0
CLM100233,61,M,Student,KA,Comprehensive,53,15738.44,10000,0,Hyundai,15,Theft,Major Damage,20,3,None,1.0,1,1503,30279.69,0
CLM100234,46,M,Self-Employed,TN,Comprehensive,40,13039.85,2500,1,Maruti,1,Collision,Trivial Damage,21,4,Police,1.0,1,363,7617.9,0
CLM100235,59,F,Salaried,WB,Comprehensive,20,33857.22,1000,0,Toyota,0,Collision,Major Damage,21,6,Police,1.0,1,273,190384.32,0
CLM100236,55,M,Retired,TN,Comprehensive,22,14251.07,2500,0,Toyota,8,Collision,Trivial Damage,1,2,Fire,1.0,0,101,5391.15,0
CLM100237,42,F,Retired,TN,Third Party,1,16595.23,1000,0,Mahindra,6,Collision,Minor Damage,0,5,Police,0.0,1,24,20124.33,1
CLM100238,35,M,Retired,KA,Comprehensive,22,14497.59,2500,0,Kia,5,Collision,Minor Damage,19,0,Fire,1.0,1,70,18872.6,0
CLM100239,53,F,Student,GJ,Own Damage,38,11047.29,1000,2,Mahindra,4,Collision,Minor Damage,3,0,Police,1.0,0,434,47467.99,1
CLM100240,25,M,Student,KA,Comprehensive,17,10936.1,2500,1,Hyundai,11,Collision,Major Damage,13,5,Police,2.0,1,296,19930.68,0
CLM100241,51,M,Student,WB,Comprehensive,47,10471.48,1000,1,Kia,6,Natural Calamity,Trivial Damage,3,0,Police,1.0,0,377,5079.74,0
CLM100242,23,M,Professional,KA,Third Party,31,15651.65,1000,0,Hyundai,13,Vandalism,Minor Damage,21,1,None,0.0,1,255,19864.87,0
CLM100243,55,M,Professional,TN,Comprehensive,81,14056.76,2500,0,Maruti,9,Natural Calamity,Major Damage,17,5,Police,2.0,1,2148,38486.9,0
CLM100244,53,F,Self-Employed,WB,Third Party,12,9578.27,5000,0,Maruti,11,Collision,Minor Damage,18,0,Police,1.0,1,251,11542.89,0
CLM100245,22,F,Student,GJ,Third Party,35,31627.96,2500,2,Honda,12,Collision,Minor Damage,18,4,None,0.0,0,501,25758.73,1
CLM100246,61,F,Salaried,WB,Third Party,6,20414.29,5000,1,Toyota,14,Collision,Major Damage,15,6,None,0.0,0,17,21906.22,0
CLM100247,41,F,Salaried,DL,Comprehensive,19,16723.62,2500,0,Mahindra,6,Vandalism,Major Damage,6,4,,0.0,1,410,49009.68,0
CLM100248,62,M,Salaried,MH,Comprehensive,32,8988.86,1000,0,Honda,9,Collision,Major Damage,15,4,Other,0.0,1,341,27349.37,0
CLM100249,20,M,Student,GJ,Own Damage,37,18370.76,1000,0,Tata,7,Collision,Minor Damage,14,2,Police,1.0,1,970,21673.69,0
CLM100250,28,F,Salaried,WB,Comprehensive,16,16362.0,1000,0,Tata,0,Collision,Major Damage,3,4,Police,0.0,0,262,176730.79,0
CLM100251,46,M,Retired,DL,Third Party,50,22217.07,2500,0,Toyota,8,Collision,Trivial Damage,16,2,Police,1.0,0,462,5368.94,0
CLM100252,28,M,Salaried,DL,Third Party,58,12279.16,1000,1,Tata,9,Collision,Minor Damage,5,4,None,1.0,1,1045,17155.21,0
CLM100253,36,M,Self-Employed,GJ,Comprehensive,12,13301.03,5000,0,Tata,15,Collision,Minor Damage,8,0,Police,1.0,0,294,9212.73,0
CLM100254,55,M,Professional,MH,Own Damage,19,17336.33,2500,2,Toyota,8,Vandalism,Minor Damage,11,3,Police,1.0,1,226,14829.72,0
CLM100255,26,M,Professional,TN,Comprehensive,18,13130.84,2500,0,Maruti,10,Theft,Major Damage,3,1,Ambulance,0.0,1,334,62113.48,1
CLM100256,56,M,Professional,GJ,Comprehensive,14,18268.26,5000,0,Honda,2,Collision,Total Loss,7,6,Police,1.0,1,415,539486.23,0
CLM100257,23,M,Retired,KA,Third Party,56,10968.08,2500,0,Hyundai,7,Collision,Minor Damage,22,3,None,1.0,0,225,22775.1,0
CLM100258,27,F,Retired,KA,Comprehensive,55,15199.93,1000,1,Toyota,15,Natural Calamity,Trivial Damage,3,6,Police,2.0,1,626,5846.8,0
CLM100259,51,M,Salaried,DL,Third Party,18,12337.71,5000,1,Mahindra,15,Collision,Minor Damage,10,4,None,1.0,1,238,10000.49,0
CLM100260,63,F,Self-Employed,TN,Comprehensive,35,21730.96,2500,0,Tata,9,Collision,Major Damage,5,0,Police,1.0,1,1049,52747.75,0
CLM100261,27,M,Self-Employed,MH,Comprehensive,46,35480.66,2500,1,Honda,15,Collision,Trivial Damage,1,0,Police,2.0,1,898,5972.27,0
CLM100262,35,F,Self-Employed,KA,Own Damage,27,31109.38,1000,0,Honda,0,Collision,Major Damage,8,2,Police,1.0,1,739,165578.19,0
CLM100263,70,M,Self-Employed,DL,Third Party,17,9374.82,2500,0,Hyundai,2,Collision,Major Damage,4,2,Fire,2.0,1,439,162690.06,0
CLM100264,74,F,Student,WB,Comprehensive,12,18917.35,1000,1,Tata,4,Theft,Minor Damage,8,0,Police,1.0,1,231,32129.46,0
CLM100265,51,F,Salaried,WB,Comprehensive,37,12278.59,10000,1,Mahindra,13,Collision,Minor Damage,14,4,Police,0.0,1,742,7034.37,0
CLM100266,43,F,Self-Employed,GJ,Comprehensive,6,10894.68,2500,0,Toyota,15,Natural Calamity,Minor Damage,13,4,Other,3.0,1,133,6023.11,0
CLM100267,37,M,Retired,TN,Own Damage,17,18702.7,5000,0,Honda,14,Collision,Trivial Damage,10,3,Ambulance,4.0,0,445,4816.9,0
CLM100268,52,M,Salaried,GJ,Third Party,15,10896.29,2500,0,Mahindra,0,Fire,Trivial Damage,9,2,Police,0.0,1,260,7861.57,0
CLM100269,51,M,Student,GJ,Comprehensive,6,24765.51,5000,0,Maruti,13,Collision,Trivial Damage,18,0,None,1.0,0,16,3456.95,0
CLM100270,34,M,Salaried,TN,Own Damage,21,18864.0,2500,1,Tata,13,Fire,Minor Damage,6,5,Police,1.0,0,107,17231.78,1
CLM100271,19,M,Professional,MH,Third Party,19,22463.65,2500,2,Maruti,13,Collision,Total Loss,11,3,Police,3.0,1,541,140884.98,1
CLM100272,26,M,Retired,WB,Comprehensive,9,17350.63,2500,0,Tata,8,Collision,Trivial Damage,15,4,Police,,1,256,6274.36,0
CLM100273,72,M,Salaried,GJ,Comprehensive,54,10577.05,10000,1,Maruti,14,Theft,Minor Damage,19,2,Other,0.0,1,523,13925.85,0
CLM100274,41,M,Professional,WB,Comprehensive,38,13874.34,1000,0,Hyundai,13,Theft,Trivial Damage,8,0,Police,1.0,1,604,3547.08,0
CLM100275,45,M,Self-Employed,WB,Third Party,23,26803.12,1000,0,Kia,3,Collision,Minor Damage,10,4,Ambulance,0.0,1,491,22769.66,0
CLM100276,44,M,Salaried,TN,Own Damage,42,15001.88,2500,1,Honda,8,Collision,Major Damage,14,1,Other,2.0,0,299,49720.5,0
CLM100277,62,F,Salaried,WB,Third Party,49,14624.04,1000,2,Mahindra,6,Theft,Major Damage,18,1,None,1.0,1,242,62391.5,0
CLM100278,21,M,Self-Employed,MH,Comprehensive,56,28203.32,5000,3,Hyundai,0,Natural Calamity,Minor Damage,12,1,,0.0,1,670,53074.88,0
CLM100279,22,M,Salaried,MH,Comprehensive,12,17126.98,5000,0,Tata,11,Collision,Total Loss,16,2,Ambulance,1.0,0,197,65432.83,0
CLM100280,33,M,Self-Employed,TN,Comprehensive,42,25468.18,1000,0,Mahindra,10,Natural Calamity,Minor Damage,14,4,None,1.0,1,1209,23230.31,1
CLM100281,45,F,Professional,GJ,Third Party,19,15090.09,10000,0,Mahindra,3,Theft,Major Damage,8,6,Police,,0,431,112479.4,0
CLM100282,56,M,Professional,KA,Third Party,26,11510.14,2500,0,Tata,2,Collision,Major Damage,13,0,Police,1.0,1,71,154481.09,0
CLM100283,45,F,Self-Employed,DL,Third Party,13,8783.3,2500,0,Honda,4,Collision,Major Damage,13,3,Ambulance,1.0,1,311,77091.26,0
CLM100284,43,F,Professional,TN,Comprehensive,22,14966.02,1000,0,Maruti,14,Vandalism,Trivial Damage,0,2,None,2.0,0,269,2255.91,0
CLM100285,71,M,Salaried,DL,Third Party,42,16377.24,2500,0,Kia,3,Theft,Major Damage,19,0,Police,2.0,1,425,127880.35,0
CLM100286,27,M,Student,WB,Third Party,66,24338.77,1000,0,Maruti,13,Natural Calamity,Minor Damage,1,6,Other,1.0,1,538,16955.98,1
CLM100287,50,M,Self-Employed,WB,Own Damage,20,8076.43,1000,3,Hyundai,8,Collision,Minor Damage,1,0,Police,1.0,1,273,21754.93,1
CLM100288,48,M,Salaried,TN,Third Party,10,19589.7,5000,0,Tata,7,Theft,Minor Damage,18,5,Ambulance,3.0,1,106,9485.78,0
CLM100289,44,M,Salaried,KA,Comprehensive,72,15838.18,10000,0,Maruti,11,Natural Calamity,Major Damage,3,2,Police,1.0,0,609,25556.3,1
CLM100290,64,M,Salaried,KA,Comprehensive,12,14773.82,1000,0,Tata,7,Collision,Trivial Damage,10,1,None,2.0,1,47,10310.89,0
CLM100291,33,F,Professional,GJ,Comprehensive,4,34626.64,2500,0,Hyundai,15,Collision,Major Damage,2,1,Ambulance,5.0,0,67,24360.13,0
CLM100292,72,M,Professional,WB,Comprehensive,14,18923.85,1000,0,Tata,7,Collision,Major Damage,20,4,Police,0.0,0,381,91792.13,1
CLM100293,36,F,Salaried,GJ,Comprehensive,47,28740.1,2500,0,Toyota,2,Natural Calamity,Trivial Damage,23,0,Police,3.0,0,1203,6802.24,0
CLM100294,49,F,Professional,KA,Own Damage,11,12175.66,1000,0,Mahindra,9,Natural Calamity,Total Loss,16,4,Police,1.0,1,325,72612.6,0
CLM100295,47,M,Professional,MH,Own Damage,8,13643.97,1000,2,Honda,0,Natural Calamity,Major Damage,10,3,Police,2.0,1,219,125581.68,0
CLM100296,66,F,Retired,TN,Comprehensive,24,24443.51,10000,1,Hyundai,5,Collision,Trivial Damage,21,6,Police,2.0,1,528,18376.18,0
CLM100297,43,M,Retired,MH,Comprehensive,66,11656.99,2500,0,Tata,5,Collision,Minor Damage,10,1,Police,2.0,0,599,13985.36,0
CLM100298,34,F,Retired,KA,Third Party,31,11837.81,2500,1,Maruti,5,Collision,Trivial Damage,9,4,Fire,1.0,1,781,6008.44,0
CLM100299,19,F,Salaried,TN,Third Party,6,11240.06,2500,1,Tata,0,Theft,Minor Damage,9,6,Other,1.0,1,132,65056.95,1
CLM100300,38,M,Salaried,DL,Comprehensive,89,13029.68,1000,1,Maruti,11,Theft,Trivial Damage,5,6,None,0.0,1,525,2915.24,0
CLM100301,65,F,Self-Employed,TN,Own Damage,29,17410.39,2500,0,Maruti,3,Collision,Major Damage,9,0,Other,1.0,0,271,80402.2,0
CLM100302,18,M,Self-Employed,MH,Comprehensive,44,19504.25,10000,0,Mahindra,2,Vandalism,Minor Damage,17,5,Police,1.0,0,1036,52981.34,0
CLM100303,69,F,Professional,WB,Own Damage,5,16790.47,2500,0,Hyundai,4,Collision,Trivial Damage,21,6,None,0.0,1,137,12646.84,0
CLM100304,48,M,Retired,KA,Third Party,79,14040.37,2500,3,Maruti,1,Collision,Trivial Damage,10,0,Police,1.0,1,270,12096.52,1
CLM100305,25,M,Retired,KA,Comprehensive,16,16069.84,1000,1,Maruti,6,Natural Calamity,Total Loss,10,5,Ambulance,2.0,1,362,146339.55,0
CLM100306,35,M,Student,GJ,Comprehensive,4,28878.69,1000,0,Kia,5,Vandalism,Major Damage,0,3,Police,1.0,1,83,69369.79,0
CLM100307,49,M,Professional,WB,Comprehensive,26,15894.25,5000,0,Hyundai,1,Natural Calamity,Minor Damage,1,4,None,0.0,1,583,61989.84,0
CLM100308,35,M,Student,KA,Comprehensive,44,13684.51,2500,2,Mahindra,14,Collision,Trivial Damage,3,6,Police,2.0,0,1004,3044.35,0
CLM100309,24,F,Professional,MH,Comprehensive,35,8614.05,1000,1,Honda,3,Theft,Trivial Damage,12,3,Police,0.0,1,932,12295.99,0
CLM100310,55,M,Salaried,GJ,Own Damage,34,15352.35,5000,2,Hyundai,4,Theft,Trivial Damage,9,5,Police,1.0,1,611,7787.68,0
CLM100311,56,F,Student,GJ,Own Damage,33,23936.0,1000,0,Maruti,12,Collision,Minor Damage,19,6,Police,3.0,0,399,20591.44,0
CLM100312,24,F,Professional,DL,Comprehensive,25,9532.02,5000,1,Tata,9,Collision,Minor Damage,0,2,Other,1.0,1,148,17321.79,0
CLM100313,34,M,Student,DL,Comprehensive,5,10491.75,2500,1,Toyota,14,Collision,Minor Damage,14,3,Other,2.0,1,103,10641.73,0
CLM100314,31,F,Retired,WB,Comprehensive,19,13169.96,5000,0,Toyota,6,Collision,Trivial Damage,20,3,Police,0.0,0,216,5107.4,0
CLM100315,55,M,Retired,MH,Comprehensive,17,12566.59,5000,1,Maruti,9,Vandalism,Trivial Damage,8,2,Police,1.0,0,269,9193.18,0
CLM100316,59,F,Self-Employed,DL,Third Party,56,16457.76,1000,0,Honda,8,Collision,Minor Damage,21,1,Police,2.0,1,1354,10066.53,0
CLM100317,59,F,Retired,DL,Own Damage,47,32822.32,1000,1,Toyota,1,Natural Calamity,Minor Damage,3,3,,0.0,1,127,42232.76,0
CLM100318,71,F,Self-Employed,WB,Third Party,15,11070.49,5000,1,Mahindra,9,Collision,Major Damage,5,3,Ambulance,0.0,1,344,49112.18,0
CLM100319,61,M,Salaried,MH,Comprehensive,39,12482.33,5000,1,Maruti,7,Natural Calamity,Major Damage,7,3,None,2.0,1,80,49653.46,0
CLM100320,36,F,Salaried,GJ,Own Damage,21,14882.23,1000,2,Tata,14,Collision,Minor Damage,5,5,Police,2.0,1,188,7055.98,0
CLM100321,24,M,Self-Employed,WB,Own Damage,4,12183.4,2500,0,Maruti,9,Collision,Trivial Damage,11,3,None,0.0,0,18,5625.73,0
CLM100322,53,M,Salaried,GJ,Own Damage,1,16422.71,2500,1,Toyota,4,Collision,Trivial Damage,6,3,Police,1.0,1,25,8924.42,0
CLM100323,70,F,Professional,MH,Own Damage,36,19231.91,5000,0,Hyundai,15,Fire,Minor Damage,22,3,Police,1.0,1,805,18423.99,0
CLM100324,73,M,Professional,GJ,Comprehensive,8,12588.8,5000,1,Honda,9,Collision,Minor Damage,22,1,Fire,1.0,1,140,7863.29,0
CLM100325,31,M,Student,WB,Third Party,8,22303.3,2500,1,Tata,14,Collision,Major Damage,3,1,None,2.0,1,219,28632.71,0
CLM100326,31,F,Salaried,MH,Own Damage,12,13804.53,10000,2,Hyundai,6,Collision,Trivial Damage,10,1,None,0.0,1,207,7693.53,0
CLM100327,20,M,Student,DL,Comprehensive,36,12149.42,1000,1,Honda,15,Collision,Minor Damage,21,0,Police,0.0,0,551,20055.15,0
CLM100328,26,M,Salaried,MH,Comprehensive,48,9949.01,2500,1,Maruti,0,Collision,Minor Damage,3,3,Fire,0.0,1,786,52145.67,0
CLM100329,49,M,Student,TN,Own Damage,47,20066.81,1000,0,Toyota,12,Theft,Minor Damage,13,6,Police,0.0,1,537,10098.29,0
CLM100330,49,M,Student,MH,Comprehensive,3,17603.98,1000,0,Honda,5,Theft,Minor Damage,10,5,None,2.0,1,29,21737.51,0
CLM100331,39,F,Student,WB,Third Party,12,10909.29,2500,0,Honda,5,Vandalism,Minor Damage,10,0,Police,2.0,0,132,14977.2,0
CLM100332,35,F,Self-Employed,TN,Own Damage,10,11726.71,1000,0,Maruti,10,Collision,Trivial Damage,6,2,Police,4.0,0,36,4670.97,0
CLM100333,65,F,Self-Employed,DL,Comprehensive,36,17018.92,2500,1,Toyota,1,Collision,Trivial Damage,15,2,Police,2.0,0,909,11242.45,0
CLM100334,44,F,Salaried,KA,Comprehensive,12,19521.47,1000,0,Maruti,6,Theft,Trivial Damage,9,6,Police,1.0,0,44,7455.48,0
CLM100335,64,M,,TN,Comprehensive,20,17854.4,2500,0,Kia,8,Collision,Trivial Damage,0,0,,1.0,1,556,9146.32,0
CLM100336,72,M,Student,DL,Comprehensive,39,20021.72,2500,0,Hyundai,7,Theft,Trivial Damage,14,5,Police,1.0,0,939,7626.69,0
CLM100337,36,M,Salaried,TN,Comprehensive,23,38051.41,1000,0,Toyota,9,Collision,Minor Damage,9,2,Police,0.0,1,334,17248.07,1
CLM100338,29,M,Professional,DL,Comprehensive,29,22481.65,2500,0,Maruti,1,Collision,Minor Damage,6,0,Police,0.0,1,567,34043.43,0
CLM100339,72,F,Retired,GJ,Comprehensive,19,20292.79,2500,2,Maruti,12,Collision,Minor Damage,17,6,Police,1.0,1,106,17214.88,0
CLM100340,54,M,Self-Employed,KA,Own Damage,44,12963.68,5000,0,Kia,13,Collision,Minor Damage,20,4,Police,2.0,0,1269,12259.53,0
CLM100341,34,F,Professional,KA,Third Party,48,10635.85,1000,1,Hyundai,4,Theft,Major Damage,7,2,Police,0.0,0,348,70250.87,0
CLM100342,53,F,Professional,KA,Comprehensive,33,26829.94,5000,1,Honda,0,Theft,Trivial Damage,23,5,Police,2.0,1,748,12222.14,1
CLM100343,47,M,Salaried,DL,Third Party,48,13175.28,5000,0,Maruti,13,Collision,Major Damage,8,6,Fire,0.0,1,106,13420.14,0
CLM100344,69,M,Retired,GJ,Own Damage,109,18552.87,2500,0,Toyota,13,Vandalism,Minor Damage,20,4,Other,1.0,0,553,23685.84,1
CLM100345,32,M,Retired,WB,Comprehensive,38,9851.5,1000,1,Toyota,13,Collision,Minor Damage,20,3,Other,1.0,1,307,8448.68,0
CLM100346,74,M,Professional,MH,Third Party,22,9186.53,2500,1,Kia,1,Fire,Trivial Damage,5,5,Police,1.0,1,308,12072.03,0
CLM100347,71,F,Self-Employed,TN,Comprehensive,29,22389.24,2500,0,Honda,12,Collision,Trivial Damage,23,0,Fire,1.0,0,705,6826.7,0
CLM100348,28,M,Self-Employed,WB,Own Damage,51,12068.57,1000,1,Mahindra,12,Collision,Major Damage,10,0,None,1.0,1,1249,27075.15,0
CLM100349,27,F,Professional,DL,Comprehensive,16,18486.96,1000,2,Hyundai,1,Collision,Total Loss,14,0,Police,1.0,1,225,727461.43,0
CLM100350,48,F,Self-Employed,GJ,Comprehensive,15,12108.89,5000,1,Kia,13,Collision,Trivial Damage,0,2,Police,0.0,0,253,3486.13,0
CLM100351,20,M,Professional,GJ,Comprehensive,29,19336.88,2500,0,Hyundai,12,Collision,Major Damage,20,0,Police,1.0,1,78,30897.28,0
CLM100352,35,M,Student,TN,Comprehensive,21,15214.26,1000,1,Hyundai,3,Collision,Trivial Damage,7,5,Ambulance,0.0,1,588,10242.82,0
CLM100353,42,F,Self-Employed,WB,Comprehensive,10,14250.48,5000,0,Mahindra,15,Collision,Total Loss,13,4,None,0.0,1,77,57782.22,0
CLM100354,73,F,Student,TN,Comprehensive,25,17776.72,2500,0,Maruti,14,Collision,Minor Damage,15,4,Ambulance,0.0,0,58,15821.86,0
CLM100355,74,M,Self-Employed,TN,Comprehensive,58,18940.92,2500,2,Toyota,15,Natural Calamity,Major Damage,17,1,Fire,2.0,1,1691,42196.21,0
CLM100356,26,F,Professional,WB,Own Damage,32,12417.24,1000,0,Maruti,5,Collision,Trivial Damage,8,2,None,2.0,1,872,8483.14,0
CLM100357,68,F,Self-Employed,TN,Comprehensive,8,18548.72,5000,0,Honda,4,Collision,Minor Damage,13,0,None,2.0,1,193,31295.23,0
CLM100358,23,F,Student,GJ,Own Damage,36,19160.5,1000,0,Honda,13,Natural Calamity,Trivial Damage,20,6,Police,0.0,0,705,9040.89,0
